,2019-01-07,2019-01-17,2019-01-22,2019-01-23
1 hr,24.70545,26.20090000000001,21.05311666666666,20.074183333333334
1 min,24.91,26.21,20.95,20.1
1.5 hr,24.553622222222234,26.24884444444444,21.055933333333318,20.018811111111113
10 day,21.553,25.645,25.541,25.006
10 min,24.7985,26.14719999999999,21.036499999999997,20.141600000000004
100 day,28.447599999999987,28.110899999999994,27.967599999999994,27.858899999999995
125 day,29.254079999999984,28.56151999999999,28.36527999999999,28.26639999999999
15 min,24.770333333333333,26.156799999999997,21.086066666666667,20.1362
150 day,30.65433333333332,30.052799999999994,29.868399999999994,29.74086666666667
175 day,31.260114285714277,30.958114285714284,30.838514285714286,30.752342857142857
2 day,24.064999999999998,26.235,23.545,20.525
2 hr,24.509166666666676,26.23085833333332,21.074349999999992,19.953541666666656
2.5 hr,24.53340666666667,26.219766666666644,21.188139999999994,19.89088666666665
20 day,24.6035,23.58799999999999,23.546999999999993,23.642499999999995
20 min,24.74925,26.1676,21.1024,20.13355
200 day,31.60539999999999,31.27075,31.17275,31.113550000000004
25 min,24.741400000000002,26.17252,21.10212,20.13268
3 hr,24.567005555555568,26.21111111111108,21.23693888888888,19.853494444444433
3.5 hr,24.57732380952382,26.214661904761872,21.189404761904743,19.812842857142854
30 day,26.228666666666662,25.35233333333333,24.915999999999997,24.639666666666663
30 min,24.729166666666668,26.185833333333335,21.102700000000002,20.1309
4 hr,24.605516666666666,26.21421249999997,21.119887499999987,19.801587500000004
4.5 hr,24.616181481481483,26.211122222222194,21.039914814814797,19.828151851851864
40 day,26.705749999999995,26.197249999999997,26.056749999999994,25.859999999999996
45 min,24.74737777777778,26.193688888888897,21.119155555555558,20.101377777777774
5 day,23.236,26.012,25.192,23.932000000000002
5 hr,24.59923,26.195366666666644,20.99674666666665,19.866130000000016
5 min,24.916,26.182,20.988,20.1312
5.5 hr,24.57189696969696,26.19096060606057,20.957309090909078,19.918790909090927
50 day,26.604999999999997,26.628599999999995,26.472799999999996,26.302400000000002
50 min,24.7467,26.19312000000001,21.097640000000002,20.090059999999998
55 min,24.73114545454546,26.195800000000013,21.073836363636364,20.08150909090909
6 hr,24.544647222222235,26.19383611111107,20.939038888888877,19.968163888888903
6.5 hr,24.482158974358992,26.19885897435894,20.979005128205113,20.030623076923085
60 day,26.755166666666653,26.53683333333333,26.427666666666664,26.356166666666663
70 day,27.208428571428556,26.70357142857142,26.581714285714277,26.497571428571423
80 day,27.81724999999998,27.20037499999999,26.99999999999999,26.845499999999987
90 day,28.237222222222208,27.744555555555543,27.564333333333323,27.42666666666666
Tomorrow,25.45,26.14,20.1,21.33
